PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
502,쌍검자비,,Water,,75,75,60,83,60,60,
503,대검귀,,Water,,95,100,85,108,70,70,
504,보르쥐,,Normal,,45,55,39,35,39,42,
505,보르그,,Normal,,60,85,69,60,69,77,
506,요테리,,Normal,,45,60,45,25,45,55,
507,하데리어,,Normal,,65,80,65,35,65,60,
508,바랜드,,Normal,,85,110,90,45,90,80,
509,쌔비냥,,Dark,,41,50,37,50,37,66,
510,레파르다스,,Dark,,64,88,50,88,50,106,
511,야나프,,Grass,,50,53,48,53,48,64,
512,야나키,,Grass,,75,98,63,98,63,101,
513,바오프,,Fire,,50,53,48,53,48,64,
514,바오키,,Fire,,75,98,63,98,63,101,
515,앗차프,,Water,,50,53,48,53,48,64,
516,앗차키,,Water,,75,98,63,98,63,101,
517,몽나,,Psychic,,76,25,45,67,55,24,
518,몽얌나,,Psychic,,116,55,85,107,95,29,
519,콩둘기,,Normal,Flying,50,55,50,36,30,43,
520,유토브,,Normal,Flying,62,77,62,50,42,65,
521,켄호로우,,Normal,Flying,80,115,80,65,55,93,
522,줄뮤마,,Electric,,45,60,32,50,32,76,
523,제브라이카,,Electric,,75,100,63,80,63,116,
524,단굴,,Rock,,55,75,85,25,25,15,
525,암트르,,Rock,,70,105,105,50,40,20,
526,기가이어스,,Rock,,85,135,130,60,80,25,
527,또르박쥐,,Psychic,Flying,55,45,43,55,43,72,
528,맘박쥐,,Psychic,Flying,67,57,55,77,55,114,
529,두더류,,Ground,,60,85,40,30,45,68,
530,몰드류,,Ground,Steel,110,135,60,50,65,88,
531,다부니,,Normal,,103,60,86,60,86,50,
532,으랏차,,Fighting,,75,80,55,25,35,35,
533,토쇠골,,Fighting,,85,105,85,40,50,40,
534,노보청,,Fighting,,105,140,95,55,65,45,
535,동챙이,,Water,,50,50,40,50,40,64,
536,두까비,,Water,Ground,75,65,55,65,55,69,
537,두빅굴,,Water,Ground,105,95,75,85,75,74,
538,던지미,,Fighting,,120,100,85,30,85,45,
539,타격귀,,Fighting,,75,125,75,30,75,85,
540,두르보,,Bug,Grass,45,53,70,40,60,42,
541,두르쿤,,Bug,Grass,55,63,90,50,80,42,
542,모아머,,Bug,Grass,75,103,80,70,80,92,
543,마디네,,Bug,Poison,30,45,59,30,39,57,
544,휠구,,Bug,Poison,40,55,99,40,79,47,
545,펜드라,,Bug,Poison,60,100,89,55,69,112,
546,소미안,,Grass,Fairy,40,27,60,37,50,66,
547,엘풍,,Grass,Fairy,60,67,85,77,75,116,
548,치릴리,,Grass,,45,35,50,70,50,30,
549,드레디어,,Grass,,70,60,75,110,75,90,
550,배쓰나이,,Water,,70,92,65,80,55,98,
551,깜눈크,,Ground,Dark,50,72,35,35,35,65,
552,악비르,,Ground,Dark,60,82,45,45,45,74,
553,악비아르,,Ground,Dark,95,117,80,65,70,92,
554,달막화,,Fire,,70,90,45,15,45,50,
555,불비달마,,Fire,,105,140,55,30,55,95,
556,마라카치,,Grass,,75,86,67,106,67,60,
557,돌살이,,Bug,Rock,50,65,85,35,35,55,
558,암팰리스,,Bug,Rock,70,95,125,65,75,45,
559,곤율랭,,Dark,Fighting,50,75,70,35,70,48,
560,곤율거니,,Dark,Fighting,65,90,115,45,115,58,
561,심보러,,Psychic,Flying,72,58,80,103,80,97,
562,데스마스,,Ghost,,38,30,85,55,65,30,
563,데스니칸,,Ghost,,58,50,145,95,105,30,
564,프로토가,,Water,Rock,54,78,103,53,45,22,
565,늑골라,,Water,Rock,74,108,133,83,65,32,
566,아켄,,Rock,Flying,55,112,45,74,45,70,
567,아케오스,,Rock,Flying,75,140,65,112,65,110,
568,깨봉이,,Poison,,50,50,62,40,62,65,
569,더스트나,,Poison,,80,95,82,60,82,75,
570,조로아,,Dark,,40,65,40,80,40,65,
571,조로아크,,Dark,,60,105,60,120,60,105,
572,치라미,,Normal,,55,50,40,40,40,75,
573,치라치노,,Normal,,75,95,60,65,60,115,
574,고디탱,,Psychic,,45,30,50,55,65,45,
575,고디보미,,Psychic,,60,45,70,75,85,55,
576,고디모아젤,,Psychic,,70,55,95,95,110,65,
577,유니란,,Psychic,,45,30,40,105,50,20,
578,듀란,,Psychic,,65,40,50,125,60,30,
579,란쿨루스,,Psychic,,110,65,75,125,85,30,
580,꼬지보리,,Water,Flying,62,44,50,44,50,55,
581,스완나,,Water,Flying,75,87,63,87,63,98,
582,바닐프티,,Ice,,36,50,50,65,60,44,
583,바닐리치,,Ice,,51,65,65,80,75,59,
584,배바닐라,,Ice,,71,95,85,110,95,79,
585,사철록,,Normal,Grass,60,60,50,40,50,75,
586,바라철록,,Normal,Grass,80,100,70,60,70,95,
587,에몽가,,Electric,Flying,55,75,60,75,60,103,
588,딱정곤,,Bug,,50,75,45,40,45,60,
589,슈바르고,,Bug,Steel,70,135,105,60,105,20,
590,깜놀버슬,,Grass,Poison,69,55,45,55,55,15,
591,뽀록나,,Grass,Poison,114,85,70,85,80,30,
592,탱그릴,,Water,Ghost,55,40,50,65,85,40,
593,탱탱겔,,Water,Ghost,100,60,70,85,105,60,
594,맘복치,,Water,,165,75,80,40,45,65,
595,파쪼옥,,Bug,Electric,50,47,50,57,50,65,
596,전툴라,,Bug,Electric,70,77,60,97,60,108,
597,철시드,,Grass,Steel,44,50,91,24,86,10,
598,너트령,,Grass,Steel,74,94,131,54,116,20,
599,기어르,,Steel,,40,55,70,45,60,30,
600,기기어르,,Steel,,60,80,95,70,85,50,
601,기기기어르,,Steel,,60,100,115,70,85,90,
602,저리어,,Electric,,35,55,40,45,40,60,
603,저리릴,,Electric,,65,85,70,75,70,40,
604,저리더프,,Electric,,85,115,80,105,80,50,
605,리그레,,Psychic,,55,55,55,85,55,30,
606,벰크,,Psychic,,75,75,75,125,95,40,
607,불켜미,,Ghost,Fire,50,30,55,65,55,20,
608,램프라,,Ghost,Fire,60,40,60,95,60,55,
609,샹델라,,Ghost,Fire,60,55,90,145,90,80,
610,터검니,,Dragon,,46,87,60,30,40,57,
611,액슨도,,Dragon,,66,117,70,40,50,67,
612,액스라이즈,,Dragon,,76,147,90,60,70,97,
613,코고미,,Ice,,55,70,40,60,40,40,
614,툰베어,,Ice,,95,110,80,70,80,50,
615,프리지오,,Ice,,70,50,30,95,135,105,
616,쪼마리,,Bug,,50,40,85,40,65,25,
617,어지리더,,Bug,,80,70,40,100,60,145,
618,메더,,Ground,Electric,109,66,84,81,99,32,
619,비조푸,,Fighting,,45,85,50,55,50,65,
620,비조도,,Fighting,,65,125,60,95,60,105,
621,크리만,,Dragon,,77,120,90,60,90,48,
622,골비람,,Ground,Ghost,59,74,50,35,50,35,
623,골루그,,Ground,Ghost,89,124,80,55,80,55,
624,자망칼,,Dark,Steel,45,85,70,40,40,60,
625,절각참,,Dark,Steel,65,125,100,60,70,70,
626,버프론,,Normal,,95,110,95,40,95,55,
627,수리둥보,,Normal,Flying,70,83,50,37,50,60,
628,워글,,Normal,Flying,100,123,75,57,75,80,
629,벌차이,,Dark,Flying,70,55,75,45,65,60,
630,버랜지나,,Dark,Flying,110,65,105,55,95,80,
631,앤티골,,Fire,,85,97,66,105,66,65,
632,아이앤트,,Bug,Steel,58,109,112,48,48,109,
633,모노두,,Dark,Dragon,52,65,50,45,50,38,
634,디헤드,,Dark,Dragon,72,85,70,65,70,58,
635,삼삼드래,,Dark,Dragon,92,105,90,125,90,98,
636,활화르바,,Bug,Fire,55,85,55,50,55,60,
637,불카모스,,Bug,Fire,85,60,65,135,105,100,
638,코바르온,,Steel,Fighting,91,90,129,90,72,108,
639,테라키온,,Rock,Fighting,91,129,90,72,90,108,
640,비리디온,,Grass,Fighting,91,90,72,90,129,108,
641,토네로스,,Flying,,79,115,70,125,80,111,
642,볼트로스,,Electric,Flying,79,115,70,125,80,111,
643,레시라무,,Dragon,Fire,100,120,100,150,120,90,
644,제크로무,,Dragon,Electric,100,150,120,120,100,90,
645,랜드로스,,Ground,Flying,89,125,90,115,80,101,
646,큐레무,,Dragon,Ice,125,130,90,130,90,95,
647,케르디오,,Water,Fighting,91,72,90,129,90,108,
648,메로엣타,,Normal,Psychic,100,77,77,128,128,90,
649,게노세크트,,Bug,Steel,71,120,95,120,95,99,
650,Chespin,,Grass,,56,61,65,48,45,38,
651,Quilladin,,Grass,,61,78,95,56,58,57,
652,Chesnaught,,Grass,Fighting,88,107,122,74,75,64,
653,Fennekin,,Fire,,40,45,40,62,60,60,
654,Braixen,,Fire,,59,59,58,90,70,73,
655,Delphox,,Fire,Psychic,75,69,72,114,100,104,
656,Froakie,,Water,,41,56,40,62,44,71,
657,Frogadier,,Water,,54,63,52,83,56,97,
658,Greninja,,Water,Dark,72,95,67,103,71,122,
659,Bunnelby,,Normal,,38,36,38,32,36,57,
660,Diggersby,,Normal,Ground,85,56,77,50,77,78,
661,Fletchling,,Normal,Flying,45,50,43,40,38,62,
662,Fletchinder,,Fire,Flying,62,73,55,56,52,84,
663,Talonflame,,Fire,Flying,78,81,71,74,69,126,
664,Scatterbug,,Bug,,38,35,40,27,25,35,
665,Spewpa,,Bug,,45,22,60,27,30,29,
666,Vivillon,,Bug,Flying,80,52,50,90,50,89,
667,Litleo,,Fire,Normal,62,50,58,73,54,72,
668,Pyroar,,Fire,Normal,86,68,72,109,66,106,
669,Flabébé,,Fairy,,44,38,39,61,79,42,
670,Floette,,Fairy,,54,45,47,75,98,52,
671,Florges,,Fairy,,78,65,68,112,154,75,
672,Skiddo,,Grass,,66,65,48,62,57,52,
673,Gogoat,,Grass,,123,100,62,97,81,68,
674,Pancham,,Fighting,,67,82,62,46,48,43,
675,Pangoro,,Fighting,Dark,95,124,78,69,71,58,
676,Furfrou,,Normal,,75,80,60,65,90,102,
677,Espurr,,Psychic,,62,48,54,63,60,68,
678,MeowsticMale,,Psychic,,74,48,76,83,81,104,
679,Honedge,,Steel,Ghost,45,80,100,35,37,28,
680,Doublade,,Steel,Ghost,59,110,150,45,49,35,
681,AegislashBlade Forme,,Steel,Ghost,60,150,50,150,50,60,
682,Spritzee,,Fairy,,78,52,60,63,65,23,
683,Aromatisse,,Fairy,,101,72,72,99,89,29,
684,Swirlix,,Fairy,,62,48,66,59,57,49,
685,Slurpuff,,Fairy,,82,80,86,85,75,72,
686,Inkay,,Dark,Psychic,53,54,53,37,46,45,
687,Malamar,,Dark,Psychic,86,92,88,68,75,73,
688,Binacle,,Rock,Water,42,52,67,39,56,50,
689,Barbaracle,,Rock,Water,72,105,115,54,86,68,
690,Skrelp,,Poison,Water,50,60,60,60,60,30,
691,Dragalge,,Poison,Dragon,65,75,90,97,123,44,
692,Clauncher,,Water,,50,53,62,58,63,44,
693,Clawitzer,,Water,,71,73,88,120,89,59,
694,Helioptile,,Electric,Normal,44,38,33,61,43,70,
695,Heliolisk,,Electric,Normal,62,55,52,109,94,109,
696,Tyrunt,,Rock,Dragon,58,89,77,45,45,48,
697,Tyrantrum,,Rock,Dragon,82,121,119,69,59,71,
698,Amaura,,Rock,Ice,77,59,50,67,63,46,
699,Aurorus,,Rock,Ice,123,77,72,99,92,58,
700,Sylveon,,Fairy,,95,65,65,110,130,60,
701,Hawlucha,,Fighting,Flying,78,92,75,74,63,118,
702,Dedenne,,Electric,Fairy,67,58,57,81,67,101,
703,Carbink,,Rock,Fairy,50,50,150,50,150,50,
704,Goomy,,Dragon,,45,50,35,55,75,40,
705,Sliggoo,,Dragon,,68,75,53,83,113,60,
706,Goodra,,Dragon,,90,100,70,110,150,80,
707,Klefki,,Steel,Fairy,57,80,91,80,87,75,
708,Phantump,,Ghost,Grass,43,70,48,50,60,38,
709,Trevenant,,Ghost,Grass,85,110,76,65,82,56,
710,PumpkabooAverage Size,,Ghost,Grass,49,66,70,44,55,51,
711,GourgeistAverage Size,,Ghost,Grass,65,90,122,58,75,84,
712,Bergmite,,Ice,,55,69,85,32,35,28,
713,Avalugg,,Ice,,95,117,184,44,46,28,
714,Noibat,,Flying,Dragon,40,30,35,45,40,55,
715,Noivern,,Flying,Dragon,85,70,80,97,80,123,
716,Xerneas,,Fairy,,126,131,95,131,98,99,
717,Yveltal,,Dark,Flying,126,131,95,131,98,99,
718,Zygarde50% Forme,,Dragon,Ground,108,100,121,81,95,95,
719,Diancie,,Rock,Fairy,50,100,150,100,150,50,
720,HoopaHoopa Confined,,Psychic,Ghost,80,110,60,150,130,70,
721,Volcanion,,Fire,Water,80,110,120,130,90,70,
