PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
158,리아코,,Water,,50,65,64,44,48,43,1:할퀴기|5:물대포|13:겁나는얼굴|22:바둥바둥|30:베어가르기|37:난동부리기|45:엄청난힘
159,엘리게이,,Water,,65,80,80,59,63,58,1:할퀴기|1:물대포|15:겁나는얼굴|24:바둥바둥|34:베어가르기|42:난동부리기|50:엄청난힘
160,장크로다일,,Water,,85,105,100,79,83,78,1:고속이동|1:째려보기|13:물기|21:얼음엄니|32:깨물어부수기|44:싫은소리|59:아쿠아테일|70:하이드로펌프
161,꼬리선,,Normal,,35,46,34,35,45,20,1:할퀴기|7:전광석화|16:도우미|25:힘껏치기|31:기습|39:바톤터치|47:하이퍼보이스
162,다꼬리,,Normal,,85,76,64,45,55,90,0:고속이동|1:전광석화|1:똬리틀기|17:도우미|28:힘껏치기|36:기습|46:바톤터치|56:하이퍼보이스
163,부우부,,Normal,Flying,60,30,30,36,56,50,1:울음소리|3:몸통박치기|9:염동력|15:안개제거|21:신통력|27:소란피기|33:문포스|39:꿈먹기
164,야부엉,,Normal,Flying,100,50,50,76,96,70,1:몸통박치기|1:쪼기|1:에코보이스|12:리플렉터|18:에어슬래시|28:돌진|38:날개쉬기|48:최면술
165,레디바,,Bug,Flying,40,20,30,40,80,55,1:몸통박치기|8:스피드스타|12:리플렉터|15:마하펀치|22:벌레의저항|29:고속이동|36:에어슬래시
166,레디안,,Bug,Flying,55,35,50,55,110,85,1:몸통박치기|1:스피드스타|12:빛의장막|12:신비의부적|20:날개쉬기|29:바톤터치|38:벌레의야단법석|47:이판사판태클
167,페이검,,Bug,Poison,40,60,40,40,40,30,1:독침|1:휘감기|8:엉겨붙기|15:나이트헤드|22:마구할퀴기|29:고속이동|36:사이코키네시스|44:크로스포이즌|51:독실
168,아리아도스,,Bug,Poison,70,90,70,60,60,40,0:칼춤|1:흡수|1:휘감기|1:벌레먹음|8:엉겨붙기|15:나이트헤드|23:마구할퀴기|31:고속이동|41:사이코키네시스|50:크로스포이즌|59:독실
169,크로뱃,,Poison,Flying,85,90,80,70,80,130,0:크로스포이즌|1:흡수|1:싫은소리|1:놀래키기|15:독엄니|27:에어컷터|41:흑안개|55:이상한빛|69:흡혈
170,초라기,,Water,Electric,75,38,38,56,56,67,1:초음파|4:일렉트릭볼|12:거품광선|20:스파크|28:방전|36:바둥바둥|44:하이드로펌프
171,랜턴,,Water,Electric,125,58,58,76,76,67,0:비축하기|0:꿀꺽|1:물대포|1:전기자석파|1:괴전파|16:이상한빛|24:충전|36:아쿠아링|48:돌진
172,피츄,,Electric,,20,40,15,35,35,60,1:꼬리흔들기|4:친해지기|12:볼부비부비|20:애교부리기
173,삐,,Fairy,,50,25,28,45,55,15,1:막치기|1:흉내쟁이|8:천사의키스|16:앵콜
174,푸푸린,,Normal,Fairy,90,30,15,40,20,15,1:막치기|1:흉내쟁이|8:천사의키스|16:사슬묶기
175,토게피,,Fairy,,35,20,65,40,65,20,1:막치기|4:천사의키스|12:애교부리기|20:하품|28:당신먼저|36:신비의부적|44:바톤터치|52:희망사항
176,토게틱,,Fairy,Flying,55,40,85,80,105,40,0:요정의바람|1:울음소리|1:생명의물방울|16:원시의힘|24:손가락흔들기|32:이판사판태클|40:날따름|48:뒀다쓰기
177,네이티,,Psychic,Flying,40,50,45,70,45,70,1:째려보기|5:어시스트파워|15:이상한빛|26:사이코시프트|35:사이코키네시스|40:희망사항
178,네이티오,,Psychic,Flying,65,75,70,95,70,95,0:에어슬래시|1:쪼기|1:순풍|15:이상한빛|28:사이코시프트|34:가드스웹|48:희망사항
179,메리프,,Electric,,55,40,40,65,45,35,1:몸통박치기|4:전기자석파|11:목화포자|18:돌진|25:이상한빛|32:방전|39:매지컬샤인|46:번개
180,보송송,,Electric,,70,55,55,80,60,45,1:몸통박치기|6:전기쇼크|11:목화포자|20:돌진|29:이상한빛|38:방전|47:매지컬샤인|56:번개
181,전룡,,Electric,,90,75,85,115,90,55,0:번개펀치|1:몸통박치기|1:전기쇼크|1:전자포|1:자기장조작|11:목화포자|20:돌진|29:이상한빛|40:방전|51:매지컬샤인|62:번개
182,아르코,,Grass,,75,80,95,90,100,50,0:꽃보라|1:흡수|1:성장|1:저리가루|1:꽃잎댄스|1:기가드레인|1:달의불빛|1:그래스필드
183,마릴,,Water,Fairy,70,20,50,20,50,40,1:튀어오르기|1:꼬리흔들기|1:웅크리기|1:도우미|9:애교부리기|15:뛰어오르다|21:치근거리기|27:비바라기|33:이판사판태클
184,마릴리,,Water,Fairy,100,50,80,60,80,50,1:튀어오르기|1:꼬리흔들기|1:웅크리기|1:도우미|9:애교부리기|15:뛰어오르다|25:치근거리기|35:비바라기|45:이판사판태클
185,꼬지모,,Rock,,70,100,115,30,65,30,0:힘껏치기|1:몸통박치기|1:거짓울음|1:흉내쟁이|1:우드해머|16:흉내내기|24:눈물그렁그렁|32:스톤샤워|40:카운터|48:양날박치기
186,왕구리,,Water,,90,75,75,90,100,70,0:뛰어오르다|1:이판사판태클|1:거품광선|1:멸망의노래|1:하이퍼보이스|1:대지의힘|1:하이드로펌프|1:막치기
187,통통코,,Grass,Flying,35,35,40,35,55,50,1:몸통박치기|4:꼬리흔들기|8:요정의바람|10:저리가루|12:기관총|19:씨뿌리기|24:애크러뱃|29:유턴|35:뛰어오르다
188,두코,,Grass,Flying,55,45,50,45,65,80,1:꼬리흔들기|1:튀어오르기|8:몸통박치기|12:독가루|12:수면가루|20:씨뿌리기|28:애크러뱃|34:유턴|41:뛰어오르다
189,솜솜코,,Grass,Flying,75,55,70,55,95,110,1:꼬리흔들기|1:튀어오르기|8:몸통박치기|12:독가루|12:수면가루|20:씨뿌리기|30:애크러뱃|39:유턴|49:뛰어오르다
190,에이팜,,Normal,,55,70,55,40,55,85,1:할퀴기|4:모래뿌리기|11:바톤터치|18:마구할퀴기|25:싫은소리|32:더블어택|39:나쁜음모
191,해너츠,,Grass,,30,30,30,30,30,30,1:몸통박치기|7:흡수|16:잎날가르기|22:기가드레인|28:광합성|34:이판사판태클|39:씨폭탄
192,해루미,,Grass,,75,75,55,105,85,30,1:씨폭탄|1:몸통박치기|1:죽기살기|4:뿌리박기|10:메가드레인|16:잎날가르기|22:기가드레인|28:꽃잎댄스|34:이판사판태클|43:리프스톰
193,왕자리,,Bug,Flying,65,65,45,75,45,95,1:몸통박치기|11:그림자분신|17:판별|27:소란피기|33:원시의힘|43:날개치기|49:유턴|57:벌레의야단법석
194,우파,,Water,Ground,55,45,45,25,25,15,1:꼬리흔들기|4:비바라기|12:흰안개|16:힘껏치기|24:아쿠아테일|32:망각술|40:지진
195,누오,,Water,Ground,95,85,85,65,65,35,1:꼬리흔들기|1:비바라기|12:흰안개|16:힘껏치기|28:아쿠아테일|40:망각술|52:지진
196,에브이,,Psychic,,65,65,60,130,95,110,0:콸콸오라|1:몸통박치기|1:이판사판태클|1:물기|1:애교부리기|1:도우미|1:흉내쟁이|10:염동력|20:초롱초롱눈동자|30:환상빔|40:파워스웹|50:자기암시|60:뒀다쓰기
197,블래키,,Dark,,95,65,110,60,130,65,0:아그아그존|1:몸통박치기|1:이판사판태클|1:물기|1:스피드스타|1:바톤터치|1:탐내다|1:따라가때리기|10:바크아웃|20:초롱초롱눈동자|30:승부굳히기|40:가드스웹|50:싫은소리|60:뒀다쓰기
198,니로우,,Dark,Flying,60,85,42,85,42,91,1:쪼기|5:바람일으키기|15:날개치기|25:승부굳히기|35:검은눈빛|50:기습|60:순서미루기
199,야도킹,,Water,Psychic,95,75,80,100,110,30,1:미래예지|1:파워젬|1:뽐내기|1:저주|1:물대포|12:염동력|18:물의파동|24:사념의박치기|30:파도타기|36:사이코키네시스|42:비바라기
200,무우마,,Ghost,,60,60,60,85,85,85,1:울음소리|1:사이코웨이브|14:이상한빛|23:병상첨병|32:아픔나누기|41:섀도볼|50:파워젬
201,안농,,Psychic,,48,72,48,72,48,48,1:잠재파워
202,마자용,,Psychic,,190,33,58,33,58,33,0:카운터|0:신비의부적|1:카운터|1:신비의부적|1:망각술|1:애교부리기
203,키링키,,Normal,Psychic,70,80,65,90,65,85,1:몸통박치기|1:놀래키기|1:가드스웹|10:승부굳히기|19:환상빔|28:더블어택|37:깨물어부수기|46:나쁜음모
204,피콘,,Bug,,50,65,90,35,35,15,1:몸통박치기|6:자폭|12:돌진|20:구르기|28:압정뿌리기|34:대폭발|42:자이로볼
205,쏘콘,,Bug,Steel,75,90,140,60,60,40,0:헤비봄버|1:자폭|1:전자포|1:전자부유|1:미러숏|17:고속스핀|23:저주|32:보복|42:철벽|50:이판사판태클
206,노고치,,Normal,,100,70,70,65,65,45,1:웅크리기|1:몸통박치기|8:구르기|16:싫은소리|24:드릴라이너|32:값 없음|40:드래곤다이브|48:이판사판태클
207,글라이거,,Ground,Flying,65,75,105,35,65,85,1:독침|7:단단해지기|13:전광석화|19:포이즌테일|27:베어가르기|35:싫은소리|45:찝게햄머
208,강철톤,,Steel,Ground,75,85,200,55,65,30,1:조이기|1:돌떨구기|1:흙놀이|1:록커트|1:얼음엄니|4:떨어뜨리기|12:용의숨결|20:스톤샤워|24:싫은소리|32:스텔스록|40:모래바람|48:아이언테일|56:이판사판태클
209,블루,,Fairy,,60,80,50,40,40,30,1:몸통박치기|1:겁나는얼굴|1:번개엄니|1:불꽃엄니|13:핥기|25:울부짖기|37:치근거리기|49:깨물어부수기
210,그랑블루,,Fairy,,90,120,75,60,60,45,1:몸통박치기|1:겁나는얼굴|1:애교부리기|1:얼음엄니|7:물기|19:박치기|35:뒀다쓰기|51:보복
211,침바루,,Water,Poison,65,95,75,55,55,85,1:몸통박치기|4:단단해지기|12:마지막일침|20:압정뿌리기|28:독찌르기|36:독압정|40:토해내기|48:아쿠아테일|56:길동무
212,핫삼,,Bug,Steel,70,130,100,55,80,65,0:불릿펀치|1:째려보기|1:전광석화|1:연속자르기|12:메탈크로우|20:더블어택|28:기충전|32:철벽|40:시저크로스
213,단단지,,Bug,Rock,20,10,230,10,230,5,1:김밥말이|1:참기|5:구르기|15:돌떨구기|25:잠자기|35:가드셰어|40:스톤샤워|50:끈적끈적네트|60:스톤에지
214,헤라크로스,,Bug,Fighting,80,125,75,40,95,85,1:몸통박치기|1:손바닥치기|10:버티기|20:뿔찌르기|30:깨트리다|40:지옥찌르기|50:칼춤|60:인파이트
215,포푸니,,Dark,Ice,55,95,55,35,75,115,1:할퀴기|6:도발|18:메탈크로우|30:마구할퀴기|42:집단구타|54:싫은소리
216,깜지곰,,Normal,,60,80,50,50,50,40,1:할퀴기|1:탐내다|1:초롱초롱눈동자|13:보복|22:베어가르기|29:치근거리기|37:잠자기|41:난동부리기
217,링곰,,Normal,,90,130,75,75,75,55,1:할퀴기|1:핥기|1:내던지기|1:거짓울음|8:마구할퀴기|17:달콤한향기|25:친해지기|35:겁나는얼굴|41:코골기|56:난동부리기
218,마그마그,,Fire,,40,40,40,70,40,20,1:스모그|5:불꽃세례|13:단단해지기|22:원시의힘|29:스톤샤워|36:망각술|43:HP회복|50:대지의힘
219,마그카르고,,Fire,Rock,50,50,120,80,80,30,0:껍질깨기|1:돌떨구기|1:하품|13:단단해지기|22:원시의힘|29:스톤샤워|36:망각술|47:HP회복
220,꾸꾸리,,Ice,Ground,50,50,40,30,30,50,1:몸통박치기|1:냄새구별|10:바둥바둥|20:흰안개|30:얼다바람|40:돌진|50:눈보라
221,메꾸리,,Ice,Ground,100,100,80,60,60,50,0:얼음엄니|1:바둥바둥|1:진흙뿌리기|1:원시의힘|20:흰안개|30:얼다바람|44:돌진|58:눈보라
222,코산호,,Water,Rock,55,55,85,65,85,35,1:몸통박치기|5:물대포|15:버티기|25:거품광선|35:생명의물방울|45:대지의힘|55:미러코트
223,총어,,Water,,35,65,35,65,35,65,1:물대포|4:물의파동|12:환상빔|20:거품광선|28:기관총|36:하이드로펌프|44:파괴광선
224,대포무노,,Water,,75,105,75,105,75,45,0:대포무노포|1:휘감기|1:기충전|1:락블레스트|1:더스트슈트|16:오로라빔|24:록온|36:냉동빔|48:물붓기
225,딜리버드,,Ice,Flying,45,55,45,65,45,75,1:프레젠트|5:속이다|6:흰안개|15:제비반환|25:회전부리|35:흑안개|45:순풍|55:눈보라
226,만타인,,Water,Flying,65,40,70,80,140,70,1:날개치기|1:초음파|1:환상빔|1:기관총|12:물의파동|20:고속이동|28:박치기|36:아쿠아링|44:돌진
227,무장조,,Steel,Flying,65,80,140,40,70,70,1:째려보기|4:모래뿌리기|12:메탈크로우|20:날개치기|28:강철날개|36:회전부리|44:압정뿌리기|52:브레이브버드
228,델빌,,Dark,Fire,45,60,30,80,50,65,1:째려보기|4:멀리짖음|13:울부짖기|20:불태우기|28:불꽃엄니|37:값 없음|44:화염방사|52:나쁜음모
229,헬가,,Dark,Fire,75,90,50,110,80,95,1:째려보기|1:스모그|1:나쁜음모|13:울부짖기|20:불태우기|30:불꽃엄니|41:값 없음|50:화염방사|62:연옥
230,킹드라,,Water,Dragon,75,95,95,95,95,85,1:예민해지기|1:물대포|1:회오리|1:하품|20:용의숨결|30:고속이동|44:용의파동|58:용의춤|72:웨이브태클
231,코코리,,Ground,,90,60,60,40,40,40,1:몸통박치기|1:웅크리기|6:바둥바둥|15:땅고르기|24:힘껏치기|33:애교부리기|42:이판사판태클
232,코리갑,,Ground,,90,120,120,60,60,50,0:마구찌르기|1:울음소리|1:웅크리기|1:바둥바둥|1:돌진|1:뒀다쓰기|1:번개엄니|1:땅고르기|10:구르기|19:탁쳐서떨구기|30:분함의발구르기|43:지진
233,폴리곤2,,Normal,,85,80,90,105,95,60,1:몸통박치기|1:텍스처|1:전자부유|15:전기쇼크|25:텍스처2|35:HP회복|45:트라이어택|55:전자포
234,노라키,,Normal,,73,95,62,85,65,85,1:몸통박치기|3:째려보기|10:최면술|16:모래뿌리기|23:이상한빛|27:명상|37:사념의박치기|55:이판사판태클
235,루브도,,Normal,,55,20,35,20,45,75,1:스케치|21:스케치|41:스케치|61:스케치|81:스케치
236,배루키,,Fighting,,35,35,35,35,35,35,1:몸통박치기|1:속이다|10:로킥|10:고속스핀
237,카포에라,,Fighting,,50,95,95,35,110,70,0:트리플킥|1:기충전|1:속이다|1:페인트|1:돌려차기|1:마하펀치|8:자이로볼|16:리벤지|21:퍼스트가드|28:고속이동|36:인파이트|44:죽기살기
238,뽀뽀라,,Ice,Psychic,45,30,15,85,65,65,1:막치기|4:눈싸라기|12:염동력|20:노래하기|28:냉동펀치|36:천사의키스|44:멸망의노래
239,에레키드,,Electric,,45,63,37,65,55,95,1:째려보기|4:전기쇼크|12:스피드스타|20:전기자석파|28:번개펀치|36:안다리걸기|44:빛의장막
240,마그비,,Fire,,45,75,37,70,55,83,1:째려보기|4:불꽃세례|12:클리어스모그|20:이상한빛|28:불꽃펀치|36:안다리걸기|44:쾌청
241,밀탱크,,Normal,,95,80,105,40,70,100,1:몸통박치기|5:구르기|15:짓밟기|25:박치기|35:우유마시기|45:치근거리기|55:10만마력
242,해피너스,,Normal,,255,10,10,75,135,55,1:막치기|1:천사의키스|1:탐내다|1:차밍보이스|8:에코보이스|16:노래하기|24:돌진|32:도우미|40:이판사판태클|48:뒀다쓰기
243,라이코,,Electric,,90,85,75,115,100,115,1:째려보기|1:전광석화|1:충전|12:물기|24:울부짖기|36:멀리짖음|48:신통력|60:리플렉터|72:번개
244,앤테이,,Fire,,115,115,85,90,75,100,1:성스러운불꽃|1:짓밟기|1:불꽃세례|6:화염자동차|18:명상|30:불꽃엄니|42:깨물어부수기|54:분연|66:쾌청|78:분화
245,스이쿤,,Water,,100,75,115,90,115,85,1:신속|1:바람일으키기|1:흰안개|6:물의파동|18:명상|30:얼음엄니|42:깨물어부수기|54:파도타기|66:비바라기|78:눈보라
246,애버라스,,Rock,Ground,50,64,50,45,50,41,1:몸통박치기|3:돌떨구기|9:물기|15:스톤샤워|21:싫은소리|27:깨물어부수기|33:스톤에지|39:모래바람
247,데기라스,,Rock,Ground,70,84,70,65,70,51,0:철벽|1:째려보기|1:보복|12:겁나는얼굴|18:분함의발구르기|24:떨어뜨리기|33:지진|42:난동부리기|52:파괴광선
248,마기라스,,Rock,Dark,100,134,110,95,100,61,1:몸통박치기|1:돌떨구기|1:보복|1:번개엄니|1:불꽃엄니|12:겁나는얼굴|18:분함의발구르기|24:떨어뜨리기|33:지진|42:난동부리기|52:파괴광선
249,루기아,,Psychic,Flying,106,90,130,90,154,110,1:드래곤다이브|1:날려버리기|1:웨더볼|18:신비의부적|36:신통력|54:에어로블라스트|72:하이드로펌프|90:불새
250,칠색조,,Fire,Flying,106,130,90,110,154,90,1:바람일으키기|1:원시의힘|9:생명의물방울|27:명상|45:HP회복|63:쾌청|81:미래예지|99:오버히트
251,세레비,,Psychic,Grass,100,100,100,100,100,100,1:염동력|10:메지컬리프|30:원시의힘|50:씨뿌리기|60:HP회복|80:치유소원|100:멸망의노래
252,나무지기,,Grass,,40,45,35,65,55,70,1:막치기|3:나뭇잎|9:메가드레인|15:퍼스트가드|21:기가드레인|27:그림자분신|33:싫은소리|39:리프스톰
253,나무돌이,,Grass,,50,65,45,85,65,95,1:칼등치기|1:시저크로스|1:막치기|1:나뭇잎|9:메가드레인|15:퍼스트가드|25:기가드레인|35:그림자분신|45:싫은소리|55:리프스톰
254,나무킹,,Grass,,70,85,65,105,85,120,0:리프블레이드|1:연속자르기|1:에너지볼|1:막치기|1:나뭇잎|1:더블촙|12:판별|20:승부굳히기|30:힘껏치기|42:싫은소리|56:리프스톰
255,아차모,,Fire,,45,60,40,70,50,45,1:할퀴기|3:불꽃세례|9:니트로차지|15:모래뿌리기|21:베어가르기|27:기충전|33:깃털댄스|39:플레어드라이브
256,영치코,,Fire,Fighting,60,85,60,85,60,55,0:두번치기|1:깃털댄스|1:울음소리|1:전광석화|12:판별|20:제비반환|30:뛰어오르다|40:브레이즈킥|50:기사회생
257,번치코,,Fire,Fighting,80,120,70,110,70,80,0:브레이즈킥|1:불꽃세례|1:깃털댄스|1:할퀴기|1:전광석화|12:판별|20:제비반환|30:뛰어오르다|42:벌크업|56:플레어드라이브
258,물짱이,,Water,,50,70,50,50,50,40,1:몸통박치기|3:물대포|9:돌떨구기|15:초음파|21:스톤샤워|27:망각술|33:싫은소리|39:하이드로펌프
259,늪짱이,,Water,Ground,70,85,70,60,70,50,0:머드숏|1:바위깨기|1:울음소리|9:돌떨구기|15:초음파|25:스톤샤워|35:망각술|45:싫은소리|55:하이드로펌프
260,대짱이,,Water,Ground,100,110,90,85,90,60,1:파도타기|1:바위깨기|1:머드숏|1:울음소리|9:돌떨구기|15:초음파|25:스톤샤워|35:망각술|49:싫은소리|63:하이드로펌프
261,포챠나,,Dark,,35,55,35,30,30,35,1:몸통박치기|7:모래뿌리기|13:째려보기|19:뽐내기|25:겁나는얼굴|31:깨물어부수기|36:돌진|44:치근거리기
262,그라에나,,Dark,,70,90,70,60,60,70,0:바크아웃|1:몸통박치기|1:도둑질|1:번개엄니|1:불꽃엄니|13:멀리짖음|20:뽐내기|28:겁나는얼굴|44:하품|52:기습
263,지그제구리,,Normal,,38,30,41,30,41,60,1:몸통박치기|3:모래뿌리기|9:탐내다|15:초롱초롱눈동자|21:잠자기|27:내던지기|33:배북
264,직구리,,Normal,,78,70,61,50,61,100,0:베어가르기|1:몸통박치기|1:바늘미사일|1:바꿔치기|1:일구기|12:박치기|18:마구할퀴기|28:돌진|38:바둥바둥|48:이판사판태클
265,개무소,,Bug,,45,45,35,20,30,20,1:몸통박치기|5:독침
266,실쿤,,Bug,,50,35,55,25,25,15,0:단단해지기|1:실뿜기|1:벌레먹음
267,뷰티플라이,,Bug,Flying,60,70,50,100,50,65,0:바람일으키기|1:벌레먹음|1:단단해지기|1:독침|15:저리가루|20:에어컷터|25:흡혈|30:날려버리기|35:벌레의야단법석|40:나비춤
268,카스쿤,,Bug,,50,35,55,25,25,15,0:단단해지기|1:실뿜기|1:벌레먹음
269,독케일,,Bug,Poison,60,50,70,50,90,65,0:바람일으키기|1:벌레먹음|1:단단해지기|1:독침|15:독가루|20:베놈쇼크|25:흡혈|30:날려버리기|35:벌레의야단법석|40:나비춤
270,연꽃몬,,Water,Grass,40,30,30,40,50,30,1:울음소리|3:흡수|9:흰안개|16:바둥바둥|24:씨뿌리기|33:비바라기|43:에너지볼
271,로토스,,Water,Grass,60,50,50,60,70,50,1:울음소리|1:흡수|1:속이다|1:탁쳐서떨구기|1:놀래키기|12:메가드레인|24:거품광선|36:기가드레인|57:에너지볼
272,로파파,,Water,Grass,80,70,70,90,100,70,1:울음소리|1:물대포|1:흡수|1:마구할퀴기|1:탁쳐서떨구기|1:놀래키기|1:사념의박치기|1:기가드레인|1:거품광선
273,도토링,,Grass,,40,40,50,30,30,30,1:몸통박치기|1:참기|6:놀래키기|12:구르기|18:보복|24:쾌청|30:기습
274,잎새코,,Grass,Dark,70,70,40,60,40,60,0:잎날가르기|1:트집|1:뽐내기|1:몸통박치기|1:참기|1:놀래키기|9:성장|18:메가드레인|30:광합성|43:신통력|57:리프블레이드
275,다탱구,,Grass,Dark,90,100,60,90,60,80,0:리프블레이드|1:몸통박치기|1:흡수|1:성장|1:단단해지기|1:대폭발|1:뽐내기|1:집단구타|1:트집|1:신통력|1:에어컷터|1:보복
276,테일로,,Normal,Flying,40,55,30,30,30,85,1:쪼기|5:기충전|13:날개치기|21:제비반환|29:고속이동|37:죽기살기|45:기사회생
277,스왈로,,Normal,Flying,60,85,60,50,50,125,1:브레이브버드|1:쪼아대기|1:울음소리|1:전광석화|17:그림자분신|27:퍼스트가드|45:죽기살기|57:기사회생
278,갈모매,,Water,Flying,40,30,30,55,30,85,1:울음소리|5:전광석화|15:날개치기|26:고속이동|35:흰안개|45:폭풍
279,패리퍼,,Water,Flying,60,50,100,85,70,65,1:방어|1:전광석화|1:에어슬래시|1:물대포|1:초음파|15:날개치기|28:비축하기|28:꿀꺽|41:흰안개|55:폭풍
280,랄토스,,Psychic,Fairy,28,25,25,45,35,40,1:울음소리|3:그림자분신|9:최면술|15:순간이동|21:생명의물방울|27:명상|33:치유의파동|39:미래예지
281,킬리아,,Psychic,Fairy,38,35,35,65,55,50,1:울음소리|1:그림자분신|9:최면술|15:순간이동|23:생명의물방울|33:명상|43:치유의파동|53:미래예지
282,가디안,,Psychic,Fairy,68,65,65,125,115,80,0:매지컬샤인|1:치유소원|1:매지컬플레임|1:울음소리|1:그림자분신|9:최면술|15:순간이동|23:생명의물방울|35:명상|49:문포스|63:미래예지
283,비구슬,,Bug,Water,40,30,32,50,52,65,1:물대포|9:달콤한향기|17:거품광선|25:흰안개|35:바톤터치
284,비나방,,Bug,Flying,70,60,62,80,82,60,1:바톤터치|1:날려버리기|1:전광석화|1:물붓기|1:고속이동|1:흑안개|17:바람일으키기|22:에어컷터|32:에어슬래시|44:벌레의야단법석
285,버섯꼬,,Grass,,60,40,60,40,60,35,1:흡수|5:저리가루|12:메가드레인|19:독가루|29:성장|36:씨폭탄
286,버섯모,,Grass,Fighting,60,130,80,60,60,70,0:마하펀치|1:독가루|1:성장|1:흡수|1:저리가루|12:메가드레인|19:페인트|28:발경|39:깨트리다|50:폭발펀치
287,게을로,,Normal,,60,60,60,35,35,30,1:할퀴기|6:앵콜|14:박치기|22:탐내다|30:카운터|38:치근거리기
288,발바로,,Normal,,80,80,80,55,55,90,1:치근거리기|1:하품|1:태만함|1:박치기|1:탐내다|1:소란피기|17:버티기|27:지옥찌르기|37:힘껏펀치
289,게을킹,,Normal,,150,160,100,95,65,100,0:뽐내기|1:힘껏펀치|1:할퀴기|1:기충전|1:태만함|1:마구할퀴기|1:박치기|1:기사회생|23:탐내다|33:카운터|45:내던지기|63:암해머
290,토중몬,,Bug,Ground,31,45,90,30,30,40,1:할퀴기|5:단단해지기|15:진흙뿌리기|25:메탈크로우|35:마음의눈
291,아이스크,,Bug,Flying,61,90,45,50,50,160,0:그림자분신|0:연속자르기|1:제비반환|1:메탈크로우|1:모래뿌리기|1:단단해지기|15:고속이동|29:벌레먹음|43:마음의눈|57:칼춤
292,껍질몬,,Bug,Ghost,1,90,45,30,30,40,1:섀도크루|1:진흙뿌리기|1:구멍파기|1:모래뿌리기|1:칼등치기|23:흡수|36:마구할퀴기|50:섀도볼|64:고스트다이브
293,소곤룡,,Normal,,64,51,23,51,23,28,1:놀래키기|5:에코보이스|15:잠자기|21:짓밟기|30:초음파|40:싫은소리
294,노공룡,,Normal,,84,71,43,71,43,48,0:물기|1:막치기|1:멀리짖음|15:잠꼬대|29:울부짖기|43:소란피기|57:하이퍼보이스
295,폭음룡,,Normal,,104,91,63,91,73,68,0:깨물어부수기|1:얼음엄니|1:번개엄니|1:막치기|1:멀리짖음|15:잠꼬대|29:울부짖기|45:소란피기|63:하이퍼보이스|81:파괴광선
296,마그탕,,Fighting,,72,60,30,20,30,25,1:몸통박치기|4:모래뿌리기|10:속이다|16:날려버리기|22:벌크업|28:판별|34:힘껏펀치|40:인파이트|46:헤비봄버
297,하리뭉,,Fighting,,144,120,60,40,60,50,1:소금물|1:기충전|1:손바닥치기|13:발경|19:탁쳐서떨구기|26:배북|34:지구던지기|42:버티기|50:기사회생|60:들이받기
298,루리리,,Normal,Fairy,50,20,40,20,40,20,1:튀어오르기|1:꼬리흔들기|6:거품광선|12:힘껏치기
299,코코파스,,Rock,,30,45,135,45,90,30,1:몸통박치기|7:블록|13:전기자석파|19:스파크|25:파워젬|31:방전|37:대지의힘|43:록온
300,에나비,,Normal,,50,45,45,35,35,50,1:속이다|1:꼬리흔들기|7:노래하기|13:차밍보이스|19:흉내쟁이|25:애교부리기|34:탐내다|40:이판사판태클|46:치근거리기
301,델케티,,Normal,,70,65,65,55,55,70,1:꼬리흔들기|1:속이다|1:노래하기|1:차밍보이스|1:흉내쟁이|1:애교부리기|1:탐내다|1:이판사판태클|1:치근거리기
302,깜까미,,Dark,Ghost,50,75,75,65,65,50,1:째려보기|3:놀래키기|12:속이다|18:판별|24:마구할퀴기|30:순서미루기|36:검은눈빛|42:사념의박치기|48:속임수
303,입치트,,Steel,Fairy,50,85,85,55,55,50,1:놀래키기|4:요정의바람|12:물기|16:토해내기|20:기습|28:깨물어부수기|36:아이언헤드|44:거짓울음
304,가보리,,Steel,Rock,50,70,100,40,40,30,1:몸통박치기|4:메탈크로우|12:울부짖기|20:방어|28:아이언헤드|36:돌진|44:아이언테일|52:헤비봄버|60:메탈버스트
305,갱도라,,Steel,Rock,60,90,140,50,50,40,1:몸통박치기|1:메탈크로우|12:울부짖기|20:방어|28:아이언헤드|40:돌진|52:아이언테일|64:헤비봄버|76:메탈버스트
306,보스로라,,Steel,Rock,70,110,180,60,60,50,1:몸통박치기|1:메탈크로우|12:울부짖기|20:방어|28:아이언헤드|40:돌진|56:아이언테일|72:헤비봄버|88:메탈버스트
307,요가랑,,Fighting,Psychic,30,40,55,40,55,60,1:염동력|1:참기|12:버티기|17:발경|23:명상|28:무릎차기|33:경혈찌르기|39:기사회생|44:카운터
308,요가램,,Fighting,Psychic,60,60,75,60,75,80,1:불꽃펀치|1:번개펀치|1:판별|1:참기|12:버티기|17:발경|23:명상|28:무릎차기|33:경혈찌르기|47:HP회복|53:값 없음
309,썬더라이,,Electric,,40,45,40,65,40,65,1:몸통박치기|4:째려보기|12:전광석화|20:물기|28:울부짖기|36:충전|44:번개
310,썬더볼트,,Electric,,70,75,60,105,60,105,1:불꽃엄니|1:전기자석파|1:멀리짖음|16:전격파|24:번개엄니|36:방전|48:와일드볼트|60:일렉트릭필드
